episode,opponent,learner_won,winner,reward_learner,epsilon
1480,frozen,0,0,-0.014,0.05
1481,minimax,0,0,-0.003,0.05
1482,self,1,1,0.988,0.05
1483,self,0,0,-0.01,0.05
1484,random,1,0,0.985,0.05
1485,self,0,0,-0.01,0.05
1486,minimax,0,1,-0.008,0.05
1487,minimax,0,0,-0.008,0.05
1488,frozen,1,1,0.995,0.05
1489,random,1,1,0.991,0.05
1490,random,1,1,0.987,0.05
1491,self,0,1,-0.017,0.05
1492,frozen,1,1,0.986,0.05
1493,heuristic,0,0,-0.006,0.05
1494,self,0,1,-0.012,0.05
1495,frozen,1,0,0.985,0.05
1496,random,1,1,0.992,0.05
1497,frozen,0,0,-0.013,0.05
1498,frozen,0,1,-0.015,0.05
1499,heuristic,0,0,-0.002,0.05
1500,random,1,1,0.988,0.05
1501,self,1,1,0.985,0.05
1502,minimax,0,0,-0.005,0.05
1503,frozen,0,1,-0.015,0.05
1504,self,1,1,0.993,0.05
1505,frozen,0,0,-0.015,0.05
1506,self,1,1,0.991,0.05
1507,frozen,1,0,0.987,0.05
1508,minimax,0,0,-0.011,0.05
1509,minimax,0,1,-0.006,0.05
1510,heuristic,0,0,-0.002,0.05
1511,frozen,0,1,-0.016,0.05
1512,random,1,0,0.987,0.05
1513,random,1,0,0.988,0.05
1514,minimax,0,1,-0.004,0.05
1515,random,0,0,-0.012,0.05
1516,self,0,0,-0.012,0.05
1517,minimax,0,0,-0.005,0.05
1518,minimax,0,0,-0.008,0.05
1519,self,1,1,0.986,0.05
1520,frozen,1,0,0.99,0.05
1521,self,1,0,0.986,0.05
1522,frozen,1,0,0.988,0.05
1523,self,1,1,0.985,0.05
1524,heuristic,1,1,0.997,0.05
1525,self,1,0,0.985,0.05
1526,minimax,0,1,-0.004,0.05
1527,frozen,0,1,-0.012,0.05
1528,random,0,1,-0.014,0.05
1529,random,0,1,-0.015,0.05
1530,frozen,0,1,-0.012,0.05
1531,random,1,1,0.994,0.05
1532,self,0,1,-0.015,0.05
1533,frozen,0,1,-0.005,0.05
1534,self,1,0,0.986,0.05
1535,self,0,1,-0.009,0.05
1536,self,0,0,-0.009,0.05
1537,self,0,0,-0.011,0.05
1538,frozen,0,1,-0.014,0.05
1539,minimax,0,0,-0.007,0.05
1540,minimax,0,0,-0.004,0.05
1541,self,1,0,0.987,0.05
1542,minimax,0,0,-0.008,0.05
1543,frozen,0,1,-0.016,0.05
1544,random,1,1,0.989,0.05
1545,heuristic,0,1,-0.002,0.05
1546,frozen,1,1,0.987,0.05
1547,frozen,1,0,0.985,0.05
1548,heuristic,1,1,0.997,0.05
1549,frozen,1,0,0.986,0.05
1550,frozen,1,1,0.986,0.05
1551,heuristic,0,1,-0.006,0.05
1552,frozen,1,1,0.988,0.05
1553,heuristic,0,1,-0.005,0.05
1554,random,1,0,0.99,0.05
1555,minimax,0,1,-0.011,0.05
1556,random,0,0,-0.015,0.05
1557,minimax,0,0,-0.002,0.05
1558,minimax,0,1,-0.012,0.05
1559,random,0,1,-0.008,0.05
1560,heuristic,0,1,-0.007,0.05
1561,self,0,0,-0.016,0.05
1562,heuristic,0,0,-0.009,0.05
1563,self,1,0,0.984,0.05
1564,heuristic,0,1,-0.007,0.05
1565,frozen,1,0,0.985,0.05
1566,minimax,0,0,-0.005,0.05
1567,heuristic,0,0,-0.012,0.05
1568,self,0,0,-0.012,0.05
1569,minimax,0,1,-0.003,0.05
1570,self,1,0,0.992,0.05
1571,heuristic,0,1,-0.006,0.05
1572,heuristic,0,0,-0.009,0.05
1573,frozen,1,0,0.984,0.05
1574,self,0,1,-0.014,0.05
1575,frozen,1,0,0.985,0.05
1576,self,1,1,0.996,0.05
1577,random,1,0,0.988,0.05
1578,frozen,1,0,0.986,0.05
1579,self,1,1,0.987,0.05
1580,minimax,0,0,-0.006,0.05
1581,self,1,1,0.993,0.05
1582,frozen,0,0,-0.012,0.05
1583,frozen,1,0,0.986,0.05
1584,self,1,1,0.986,0.05
1585,minimax,0,1,-0.006,0.05
1586,heuristic,0,0,-0.004,0.05
1587,frozen,0,1,-0.012,0.05
1588,heuristic,0,1,-0.013,0.05
1589,random,1,1,0.987,0.05
1590,random,1,0,0.988,0.05
1591,heuristic,0,0,-0.003,0.05
1592,heuristic,0,0,-0.012,0.05
1593,self,1,0,0.988,0.05
1594,self,1,1,0.989,0.05
1595,frozen,1,1,0.988,0.05
1596,self,0,0,-0.009,0.05
1597,heuristic,0,1,-0.004,0.05
1598,frozen,1,0,0.989,0.05
1599,heuristic,0,0,-0.004,0.05
1600,frozen,1,0,0.985,0.05
1601,frozen,1,1,0.988,0.05
1602,random,0,0,-0.007,0.05
1603,heuristic,1,1,0.997,0.05
1604,heuristic,1,1,0.997,0.05
1605,frozen,1,1,0.986,0.05
1606,frozen,0,1,-0.013,0.05
1607,frozen,0,0,-0.014,0.05
1608,frozen,0,1,-0.012,0.05
1609,self,0,1,-0.014,0.05
1610,random,0,1,-0.013,0.05
1611,heuristic,0,1,-0.003,0.05
1612,minimax,0,1,-0.006,0.05
1613,self,0,1,-0.014,0.05
1614,frozen,1,0,0.985,0.05
1615,self,0,1,-0.016,0.05
1616,frozen,0,1,-0.015,0.05
1617,frozen,0,0,-0.013,0.05
1618,heuristic,0,1,-0.006,0.05
1619,random,0,1,-0.008,0.05
1620,frozen,0,1,-0.014,0.05
1621,frozen,0,0,-0.014,0.05
1622,frozen,0,0,-0.013,0.05
1623,self,0,1,-0.012,0.05
1624,frozen,1,1,0.984,0.05
1625,self,1,1,0.989,0.05
1626,self,0,1,-0.015,0.05
1627,frozen,1,0,0.985,0.05
1628,frozen,0,0,-0.012,0.05
1629,minimax,0,0,-0.011,0.05
1630,frozen,1,0,0.986,0.05
1631,random,1,1,0.989,0.05
1632,random,1,0,0.991,0.05
1633,random,0,1,-0.01,0.05
1634,self,1,1,0.994,0.05
1635,frozen,0,0,-0.005,0.05
1636,minimax,0,0,-0.007,0.05
1637,frozen,1,1,0.993,0.05
1638,minimax,0,1,-0.009,0.05
1639,frozen,1,0,0.985,0.05
1640,frozen,1,1,0.985,0.05
1641,frozen,0,0,-0.015,0.05
1642,minimax,0,0,-0.004,0.05
1643,heuristic,0,0,-0.01,0.05
1644,random,0,0,-0.012,0.05
1645,random,1,1,0.989,0.05
1646,minimax,0,0,-0.009,0.05
1647,random,0,1,-0.011,0.05
1648,heuristic,0,1,-0.008,0.05
1649,self,0,1,-0.015,0.05
1650,minimax,0,1,-0.003,0.05
1651,self,0,0,-0.016,0.05
1652,random,1,1,0.987,0.05
1653,frozen,0,0,-0.013,0.05
1654,frozen,0,1,-0.014,0.05
1655,frozen,0,0,-0.015,0.05
1656,random,0,0,-0.014,0.05
1657,minimax,0,0,-0.003,0.05
1658,minimax,0,0,-0.003,0.05
1659,frozen,1,0,0.993,0.05
1660,frozen,1,1,0.987,0.05
1661,frozen,0,1,-0.017,0.05
1662,random,1,0,0.991,0.05
1663,frozen,0,0,-0.016,0.05
1664,frozen,0,0,-0.015,0.05
1665,heuristic,1,1,0.997,0.05
1666,self,1,1,0.986,0.05
1667,heuristic,0,1,-0.003,0.05
1668,frozen,1,0,0.986,0.05
1669,frozen,1,1,0.985,0.05
1670,heuristic,1,1,0.997,0.05
1671,frozen,1,1,0.984,0.05
1672,heuristic,1,1,0.997,0.05
1673,minimax,0,0,-0.008,0.05
1674,frozen,1,0,0.991,0.05
1675,frozen,1,1,0.987,0.05
1676,minimax,0,0,-0.003,0.05
1677,heuristic,0,1,-0.009,0.05
1678,self,1,0,0.99,0.05
1679,minimax,0,0,-0.003,0.05
1680,frozen,1,0,0.985,0.05
1681,frozen,1,0,0.988,0.05
1682,frozen,1,0,0.985,0.05
1683,random,1,0,0.987,0.05
1684,heuristic,1,1,0.997,0.05
1685,minimax,0,1,-0.007,0.05
1686,frozen,1,0,0.996,0.05
1687,self,1,0,0.987,0.05
1688,minimax,0,1,-0.005,0.05
1689,frozen,1,0,0.987,0.05
1690,heuristic,0,1,-0.006,0.05
1691,self,0,0,-0.014,0.05
1692,self,1,1,0.986,0.05
1693,random,1,1,0.989,0.05
1694,minimax,0,0,-0.008,0.05
1695,frozen,1,0,0.986,0.05
1696,minimax,0,0,-0.003,0.05
1697,frozen,0,0,-0.013,0.05
1698,heuristic,0,0,-0.01,0.05
1699,self,0,1,-0.012,0.05
1700,frozen,1,0,0.987,0.05
1701,frozen,0,1,-0.009,0.05
1702,minimax,0,0,-0.007,0.05
1703,frozen,0,0,-0.015,0.05
1704,frozen,1,0,0.985,0.05
1705,heuristic,1,1,0.997,0.05
1706,minimax,0,1,-0.006,0.05
1707,frozen,1,0,0.985,0.05
1708,frozen,0,1,-0.008,0.05
1709,self,1,1,0.985,0.05
1710,random,0,1,-0.013,0.05
1711,minimax,0,1,-0.009,0.05
1712,self,1,1,0.995,0.05
1713,frozen,1,0,0.986,0.05
1714,self,1,0,0.988,0.05
1715,self,0,0,-0.015,0.05
1716,self,0,0,-0.014,0.05
1717,frozen,1,1,0.991,0.05
1718,frozen,1,1,0.995,0.05
1719,frozen,1,0,0.987,0.05
1720,random,1,1,0.988,0.05
1721,frozen,0,0,-0.016,0.05
1722,minimax,0,0,-0.003,0.05
1723,frozen,0,1,-0.008,0.05
1724,frozen,0,0,-0.013,0.05
1725,frozen,1,1,0.99,0.05
1726,frozen,1,0,0.985,0.05
1727,random,0,0,-0.013,0.05
1728,minimax,0,1,-0.007,0.05
1729,frozen,0,1,-0.016,0.05
1730,frozen,0,1,-0.016,0.05
1731,self,0,1,-0.016,0.05
1732,self,1,0,0.985,0.05
1733,frozen,1,1,0.992,0.05
1734,frozen,1,1,0.988,0.05
1735,heuristic,1,1,0.997,0.05
1736,self,0,1,-0.016,0.05
1737,frozen,0,1,-0.015,0.05
1738,random,1,1,0.988,0.05
1739,frozen,1,0,0.985,0.05
1740,frozen,0,1,-0.016,0.05
1741,heuristic,0,0,-0.002,0.05
1742,frozen,0,1,-0.01,0.05
1743,self,1,0,0.99,0.05
1744,heuristic,0,1,-0.008,0.05
1745,self,1,1,0.988,0.05
1746,frozen,0,1,-0.013,0.05
1747,frozen,1,1,0.987,0.05
1748,frozen,1,0,0.994,0.05
1749,minimax,0,1,-0.009,0.05
1750,frozen,0,1,-0.011,0.05
1751,random,0,1,-0.011,0.05
1752,minimax,0,1,-0.003,0.05
1753,self,1,0,0.99,0.05
1754,minimax,0,0,-0.01,0.05
1755,minimax,0,1,-0.006,0.05
1756,minimax,0,0,-0.002,0.05
1757,frozen,0,1,-0.013,0.05
1758,frozen,0,0,-0.015,0.05
1759,minimax,0,1,-0.008,0.05
1760,heuristic,0,0,-0.002,0.05
1761,minimax,0,1,-0.006,0.05
1762,heuristic,1,1,0.997,0.05
1763,frozen,1,0,0.986,0.05
1764,frozen,0,1,-0.014,0.05
1765,frozen,1,1,0.99,0.05
1766,frozen,1,0,0.989,0.05
1767,minimax,0,1,-0.006,0.05
1768,minimax,0,0,-0.007,0.05
1769,self,1,0,0.991,0.05
1770,frozen,1,1,0.988,0.05
1771,minimax,0,1,-0.007,0.05
1772,frozen,1,1,0.987,0.05
1773,random,1,1,0.989,0.05
1774,frozen,1,0,0.987,0.05
1775,frozen,0,0,-0.011,0.05
1776,self,1,0,0.985,0.05
1777,frozen,0,0,-0.015,0.05
1778,random,1,0,0.984,0.05
1779,random,0,0,-0.013,0.05
1780,random,1,1,0.992,0.05
1781,random,1,1,0.993,0.05
1782,heuristic,0,1,-0.006,0.05
1783,minimax,0,0,-0.006,0.05
1784,heuristic,0,1,-0.01,0.05
1785,frozen,0,0,-0.001,0.05
1786,frozen,0,1,-0.014,0.05
1787,self,1,0,0.987,0.05
1788,random,0,0,-0.014,0.05
1789,frozen,1,1,0.988,0.05
1790,minimax,0,1,-0.012,0.05
1791,self,0,1,-0.011,0.05
1792,heuristic,0,1,-0.008,0.05
1793,self,0,0,-0.014,0.05
1794,frozen,1,1,0.986,0.05
1795,frozen,1,1,0.986,0.05
1796,self,0,1,-0.016,0.05
1797,heuristic,0,1,-0.006,0.05
1798,self,1,1,0.99,0.05
1799,random,1,1,0.988,0.05
1800,heuristic,0,1,-0.008,0.05
1801,frozen,1,0,0.988,0.05
1802,random,1,0,0.989,0.05
1803,random,1,1,0.991,0.05
1804,self,1,1,0.992,0.05
1805,self,1,0,0.988,0.05
1806,frozen,1,0,0.986,0.05
1807,heuristic,0,1,-0.004,0.05
1808,frozen,0,1,-0.01,0.05
1809,frozen,0,1,-0.009,0.05
1810,heuristic,1,0,0.997,0.05
1811,random,0,0,-0.013,0.05
1812,random,0,1,-0.014,0.05
1813,minimax,0,1,-0.012,0.05
1814,heuristic,1,1,0.997,0.05
1815,self,0,0,-0.007,0.05
1816,random,1,0,0.986,0.05
1817,heuristic,1,1,0.997,0.05
1818,frozen,1,0,0.984,0.05
1819,heuristic,1,1,0.997,0.05
1820,minimax,0,0,-0.013,0.05
1821,heuristic,0,1,-0.008,0.05
1822,frozen,0,1,-0.014,0.05
1823,heuristic,1,1,0.997,0.05
1824,heuristic,1,1,0.997,0.05
1825,frozen,0,1,-0.017,0.05
1826,heuristic,1,1,0.997,0.05
1827,minimax,0,1,-0.008,0.05
1828,heuristic,0,1,-0.004,0.05
1829,heuristic,1,1,0.997,0.05
1830,random,0,1,-0.013,0.05
1831,random,0,0,-0.012,0.05
1832,frozen,1,1,0.99,0.05
1833,frozen,0,1,-0.014,0.05
1834,random,0,1,-0.012,0.05
1835,minimax,0,0,-0.004,0.05
1836,random,0,1,-0.012,0.05
1837,frozen,0,1,-0.017,0.05
1838,frozen,1,1,0.995,0.05
1839,random,1,0,0.986,0.05
1840,random,1,0,0.988,0.05
1841,minimax,0,0,-0.002,0.05
1842,heuristic,0,1,-0.008,0.05
1843,heuristic,1,1,0.997,0.05
1844,frozen,0,0,-0.01,0.05
1845,heuristic,0,0,-0.009,0.05
1846,random,1,1,0.986,0.05
1847,heuristic,0,1,-0.005,0.05
1848,self,1,0,0.993,0.05
1849,random,1,0,0.988,0.05
1850,heuristic,0,0,-0.004,0.05
1851,minimax,0,0,-0.009,0.05
1852,frozen,0,0,-0.01,0.05
1853,frozen,0,0,-0.012,0.05
1854,heuristic,0,1,-0.006,0.05
1855,frozen,0,1,-0.016,0.05
1856,heuristic,1,1,0.997,0.05
1857,self,1,0,0.987,0.05
1858,self,0,1,-0.014,0.05
1859,heuristic,1,1,0.997,0.05
1860,minimax,0,1,-0.002,0.05
1861,minimax,0,1,-0.002,0.05
1862,frozen,1,1,0.986,0.05
1863,self,0,0,-0.015,0.05
1864,frozen,1,0,0.992,0.05
1865,minimax,0,0,-0.01,0.05
1866,self,0,0,-0.016,0.05
1867,self,0,1,-0.015,0.05
1868,random,1,0,0.985,0.05
1869,frozen,1,1,0.985,0.05
1870,frozen,1,0,0.99,0.05
1871,random,1,0,0.988,0.05
1872,random,0,0,-0.014,0.05
1873,frozen,0,0,-0.011,0.05
1874,heuristic,0,1,-0.01,0.05
1875,frozen,1,0,0.992,0.05
1876,frozen,0,0,-0.012,0.05
1877,self,0,0,-0.013,0.05
1878,random,1,0,0.988,0.05
1879,minimax,0,1,-0.005,0.05
1880,frozen,0,1,-0.013,0.05
1881,frozen,0,0,-0.014,0.05
1882,frozen,1,1,0.987,0.05
1883,frozen,0,0,-0.01,0.05
1884,frozen,1,0,0.986,0.05
1885,minimax,0,0,-0.007,0.05
1886,minimax,0,1,-0.005,0.05
1887,minimax,0,1,-0.005,0.05
1888,frozen,1,1,0.986,0.05
1889,minimax,0,0,-0.003,0.05
1890,frozen,1,0,0.989,0.05
1891,frozen,0,1,-0.012,0.05
1892,heuristic,0,1,-0.007,0.05
1893,frozen,0,0,-0.014,0.05
1894,random,0,1,-0.014,0.05
1895,self,0,0,-0.004,0.05
1896,self,1,0,0.984,0.05
1897,frozen,0,0,-0.014,0.05
1898,minimax,0,0,-0.003,0.05
1899,random,0,0,-0.014,0.05
1900,random,0,1,-0.011,0.05
1901,self,1,1,0.987,0.05
1902,random,1,0,0.99,0.05
1903,frozen,1,0,0.986,0.05
1904,frozen,0,1,-0.017,0.05
1905,frozen,0,1,-0.011,0.05
1906,frozen,1,1,0.984,0.05
1907,minimax,0,1,-0.008,0.05
1908,heuristic,1,0,0.997,0.05
1909,random,1,0,0.988,0.05
1910,minimax,0,0,-0.013,0.05
1911,minimax,0,0,-0.014,0.05
1912,minimax,0,1,-0.007,0.05
1913,frozen,1,0,0.994,0.05
1914,frozen,1,0,0.984,0.05
1915,random,1,1,0.991,0.05
1916,self,1,0,0.987,0.05
1917,self,0,1,-0.011,0.05
1918,heuristic,1,1,0.997,0.05
1919,heuristic,0,1,-0.007,0.05
1920,frozen,0,1,-0.014,0.05
1921,frozen,0,0,-0.014,0.05
1922,frozen,0,0,-0.016,0.05
1923,self,1,0,0.988,0.05
1924,heuristic,0,1,-0.004,0.05
1925,frozen,0,0,-0.016,0.05
1926,heuristic,0,0,-0.006,0.05
1927,frozen,0,0,-0.014,0.05
1928,frozen,0,1,-0.015,0.05
1929,frozen,1,0,0.988,0.05
1930,frozen,1,1,0.992,0.05
1931,minimax,0,1,-0.008,0.05
1932,frozen,1,1,0.987,0.05
1933,heuristic,0,1,-0.004,0.05
1934,minimax,0,0,-0.01,0.05
1935,frozen,1,1,0.991,0.05
1936,minimax,0,1,-0.01,0.05
1937,frozen,0,1,-0.016,0.05
1938,frozen,0,1,-0.013,0.05
1939,random,0,1,-0.009,0.05
1940,frozen,0,0,-0.011,0.05
1941,self,1,1,0.989,0.05
1942,random,1,0,0.988,0.05
1943,random,0,1,-0.011,0.05
1944,frozen,0,0,-0.014,0.05
1945,random,1,1,0.989,0.05
1946,random,1,0,0.988,0.05
1947,frozen,1,1,0.986,0.05
1948,heuristic,0,1,-0.003,0.05
1949,heuristic,0,1,-0.005,0.05
1950,self,0,0,-0.012,0.05
1951,minimax,0,1,-0.005,0.05
1952,self,1,1,0.993,0.05
1953,frozen,1,0,0.986,0.05
1954,self,0,1,-0.012,0.05
1955,random,1,1,0.989,0.05
1956,frozen,1,1,0.989,0.05
1957,frozen,0,0,-0.004,0.05
1958,self,1,1,0.991,0.05
1959,frozen,1,1,0.986,0.05
1960,minimax,0,0,-0.008,0.05
1961,self,0,0,-0.016,0.05
1962,random,0,0,-0.012,0.05
1963,frozen,1,0,0.992,0.05
1964,random,1,1,0.995,0.05
1965,frozen,0,1,-0.005,0.05
1966,heuristic,0,0,-0.004,0.05
1967,heuristic,0,1,-0.006,0.05
1968,random,1,0,0.989,0.05
1969,minimax,0,0,-0.003,0.05
1970,frozen,1,0,0.986,0.05
1971,random,1,0,0.989,0.05
1972,minimax,0,0,-0.005,0.05
1973,minimax,0,0,-0.003,0.05
1974,random,0,0,-0.011,0.05
1975,self,0,0,-0.012,0.05
1976,frozen,0,0,-0.01,0.05
1977,frozen,0,0,-0.013,0.05
1978,self,1,1,0.986,0.05
1979,minimax,0,1,-0.006,0.05
1980,random,0,0,-0.009,0.05
1981,frozen,0,1,-0.01,0.05
1982,frozen,1,1,0.988,0.05
1983,heuristic,1,0,0.997,0.05
1984,minimax,0,0,-0.008,0.05
1985,random,1,1,0.989,0.05
1986,frozen,1,0,0.986,0.05
1987,heuristic,0,0,-0.002,0.05
1988,minimax,0,0,-0.002,0.05
1989,self,0,1,-0.015,0.05
1990,frozen,0,0,-0.016,0.05
1991,minimax,0,0,-0.012,0.05
1992,frozen,1,1,0.995,0.05
1993,self,1,0,0.986,0.05
1994,frozen,0,1,-0.013,0.05
1995,random,0,1,-0.008,0.05
1996,heuristic,0,1,-0.006,0.05
1997,heuristic,1,1,0.997,0.05
1998,heuristic,0,1,-0.01,0.05
1999,minimax,0,0,-0.008,0.05
2000,self,0,0,-0.008,0.05
2001,frozen,1,0,0.986,0.05
2002,self,0,1,-0.015,0.05
2003,self,1,0,0.985,0.05
2004,random,1,0,0.991,0.05
2005,self,1,1,0.992,0.05
2006,heuristic,1,1,0.997,0.05
2007,random,1,0,0.988,0.05
2008,frozen,0,0,-0.015,0.05
2009,random,1,1,0.997,0.05
2010,minimax,0,0,-0.006,0.05
2011,self,1,1,0.987,0.05
2012,self,0,0,-0.012,0.05
2013,self,1,1,0.987,0.05
2014,random,0,1,-0.011,0.05
2015,random,0,0,-0.013,0.05
2016,frozen,1,0,0.985,0.05
2017,minimax,0,1,-0.006,0.05
2018,random,1,1,0.99,0.05
2019,frozen,1,0,0.991,0.05
2020,self,0,1,-0.011,0.05
2021,self,1,1,0.99,0.05
2022,frozen,0,1,-0.006,0.05
2023,frozen,1,0,0.994,0.05
2024,self,1,0,0.984,0.05
2025,frozen,0,0,-0.013,0.05
2026,random,1,0,0.985,0.05
2027,minimax,0,0,-0.01,0.05
2028,frozen,1,1,0.984,0.05
2029,heuristic,1,0,0.997,0.05
2030,self,1,1,0.995,0.05
2031,frozen,1,0,0.986,0.05
2032,minimax,0,1,-0.006,0.05
2033,frozen,0,1,-0.015,0.05
2034,frozen,1,0,0.986,0.05
2035,heuristic,1,1,0.997,0.05
2036,frozen,1,1,0.99,0.05
2037,frozen,1,0,0.984,0.05
2038,self,1,0,0.986,0.05
2039,frozen,0,1,-0.012,0.05
2040,random,0,0,-0.011,0.05
2041,minimax,0,0,-0.003,0.05
2042,heuristic,1,1,0.997,0.05
2043,frozen,1,0,0.986,0.05
2044,frozen,1,0,0.991,0.05
2045,self,0,1,-0.011,0.05
2046,random,1,0,0.985,0.05
2047,self,0,0,-0.015,0.05
2048,random,1,0,0.987,0.05
2049,self,0,1,-0.014,0.05
2050,random,0,0,-0.011,0.05
2051,self,1,1,0.986,0.05
2052,frozen,1,0,0.984,0.05
2053,minimax,0,0,-0.004,0.05
2054,frozen,1,0,0.984,0.05
2055,random,0,1,-0.01,0.05
2056,self,1,0,0.985,0.05
2057,minimax,0,0,-0.003,0.05
2058,frozen,0,0,-0.013,0.05
2059,heuristic,0,0,-0.003,0.05
2060,random,0,0,-0.011,0.05
2061,frozen,0,1,-0.014,0.05
2062,frozen,1,1,0.989,0.05
2063,random,0,1,-0.012,0.05
2064,random,1,1,0.99,0.05
2065,frozen,1,0,0.991,0.05
2066,random,1,0,0.987,0.05
2067,frozen,1,0,0.984,0.05
2068,random,1,0,0.989,0.05
2069,random,0,0,-0.014,0.05
2070,minimax,0,1,-0.011,0.05
2071,frozen,0,1,-0.013,0.05
2072,minimax,0,1,-0.003,0.05
2073,heuristic,1,1,0.997,0.05
2074,frozen,0,1,-0.006,0.05
2075,self,0,0,-0.011,0.05
2076,minimax,0,1,-0.006,0.05
2077,self,1,1,0.988,0.05
2078,heuristic,0,0,-0.005,0.05
2079,frozen,0,1,-0.011,0.05
2080,random,1,1,0.993,0.05
2081,random,1,0,0.993,0.05
2082,random,1,1,0.99,0.05
2083,frozen,1,0,0.99,0.05
2084,frozen,1,0,0.987,0.05
2085,self,1,1,0.992,0.05
2086,frozen,1,1,0.985,0.05
2087,random,0,0,-0.009,0.05
2088,minimax,0,0,-0.013,0.05
2089,minimax,0,0,-0.005,0.05
2090,random,1,0,0.99,0.05
2091,heuristic,1,1,0.997,0.05
2092,random,1,1,0.989,0.05
2093,self,1,0,0.984,0.05
2094,self,1,0,0.986,0.05
2095,frozen,0,1,-0.01,0.05
2096,self,1,1,0.986,0.05
2097,self,0,0,-0.011,0.05
2098,self,0,0,-0.014,0.05
2099,random,0,0,-0.011,0.05
2100,frozen,0,1,-0.014,0.05
2101,minimax,0,0,-0.002,0.05
2102,frozen,0,0,-0.015,0.05
2103,random,1,0,0.99,0.05
2104,random,1,0,0.992,0.05
2105,random,1,0,0.989,0.05
2106,minimax,0,0,-0.002,0.05
2107,frozen,0,0,-0.012,0.05
2108,heuristic,1,1,0.997,0.05
2109,random,1,0,0.987,0.05
2110,self,1,0,0.986,0.05
2111,self,0,0,-0.01,0.05
2112,self,1,1,0.987,0.05
2113,frozen,0,1,-0.017,0.05
2114,self,0,0,-0.011,0.05
2115,frozen,0,0,-0.013,0.05
2116,frozen,1,1,0.987,0.05
2117,minimax,0,0,-0.007,0.05
2118,frozen,0,0,-0.013,0.05
2119,random,1,0,0.992,0.05
2120,heuristic,0,1,-0.009,0.05
2121,frozen,0,0,-0.015,0.05
2122,frozen,1,1,0.99,0.05
2123,random,1,1,0.987,0.05
2124,frozen,1,0,0.989,0.05
2125,frozen,1,1,0.992,0.05
2126,self,0,0,-0.015,0.05
2127,frozen,0,0,-0.011,0.05
2128,heuristic,0,1,-0.004,0.05
2129,frozen,1,1,0.987,0.05
2130,frozen,0,1,-0.013,0.05
2131,self,0,0,-0.003,0.05
2132,frozen,0,1,-0.014,0.05
2133,self,1,0,0.987,0.05
2134,heuristic,0,0,-0.006,0.05
2135,heuristic,1,1,0.997,0.05
2136,self,1,0,0.985,0.05
2137,minimax,0,1,-0.009,0.05
2138,random,1,0,0.991,0.05
2139,frozen,1,0,0.985,0.05
2140,heuristic,1,1,0.997,0.05
2141,minimax,0,1,-0.014,0.05
2142,frozen,0,0,-0.013,0.05
2143,frozen,1,1,0.989,0.05
2144,heuristic,0,1,-0.01,0.05
2145,random,0,0,-0.013,0.05
2146,minimax,0,0,-0.002,0.05
2147,self,1,0,0.985,0.05
2148,minimax,0,0,-0.01,0.05
2149,minimax,0,1,-0.002,0.05
2150,self,1,1,0.992,0.05
2151,frozen,0,0,-0.011,0.05
2152,frozen,1,0,0.988,0.05
2153,frozen,1,1,0.986,0.05
2154,self,1,1,0.987,0.05
2155,frozen,1,0,0.986,0.05
2156,heuristic,0,1,-0.002,0.05
2157,self,1,1,0.991,0.05
2158,frozen,1,0,0.984,0.05
2159,self,0,0,-0.012,0.05
2160,self,0,1,-0.016,0.05
2161,self,0,1,-0.005,0.05
2162,self,1,0,0.99,0.05
2163,random,1,1,0.988,0.05
2164,frozen,1,0,0.987,0.05
2165,self,0,1,-0.017,0.05
2166,random,1,0,0.989,0.05
2167,frozen,1,0,0.984,0.05
2168,minimax,0,0,-0.009,0.05
2169,frozen,0,0,-0.015,0.05
2170,frozen,1,1,0.986,0.05
2171,heuristic,0,0,-0.002,0.05
2172,self,0,0,-0.014,0.05
2173,random,0,1,-0.009,0.05
2174,random,0,0,-0.012,0.05
2175,heuristic,0,1,-0.012,0.05
2176,frozen,0,1,-0.015,0.05
2177,self,1,1,0.986,0.05
2178,frozen,0,0,-0.013,0.05
2179,random,1,1,0.991,0.05
2180,minimax,0,1,-0.006,0.05
2181,frozen,0,0,-0.016,0.05
2182,minimax,0,0,-0.003,0.05
2183,frozen,0,0,-0.011,0.05
2184,minimax,0,1,-0.01,0.05
2185,minimax,0,0,-0.008,0.05
2186,frozen,0,0,-0.015,0.05
2187,self,0,0,-0.014,0.05
2188,frozen,0,1,-0.012,0.05
2189,self,1,1,0.986,0.05
2190,frozen,0,0,-0.015,0.05
2191,frozen,1,0,0.985,0.05
2192,minimax,0,0,-0.002,0.05
2193,frozen,1,0,0.989,0.05
2194,frozen,1,1,0.986,0.05
2195,minimax,0,1,-0.011,0.05
2196,self,1,1,0.987,0.05
2197,self,0,1,-0.013,0.05
2198,minimax,0,1,-0.007,0.05
2199,self,0,0,-0.013,0.05
2200,frozen,0,1,-0.011,0.05
2201,self,1,1,0.987,0.05
2202,heuristic,0,0,-0.004,0.05
2203,frozen,0,0,-0.008,0.05
2204,self,0,0,-0.013,0.05
2205,heuristic,0,1,-0.005,0.05
2206,frozen,0,1,-0.015,0.05
2207,self,1,1,0.994,0.05
2208,frozen,0,0,-0.015,0.05
2209,self,1,1,0.996,0.05
2210,random,1,0,0.987,0.05
2211,random,0,1,-0.011,0.05
2212,minimax,0,1,-0.005,0.05
2213,random,1,1,0.993,0.05
2214,frozen,1,0,0.989,0.05
2215,random,1,0,0.988,0.05
